id,question,answer,category,language
37,pourquoi lapplication ne me permetelle pas de me connecter avec un compte existant,"Assurez-vous que vous utilisez les bonnes informations de connexion. Si le problème persiste, contactez le support.",Problème de connexion,fr
38,comment rsoudre un problme de connexion avec un compte verrouill,Contactez le support technique pour déverrouiller votre compte.,Problème de connexion,fr
39,pourquoi lapplication affichetelle une erreur de certificat,Cela peut être dû à un problème de sécurité. Assurez-vous que votre appareil est à jour.,Problème de connexion,fr
40,que faire si je ne peux pas accder  mon compte aprs une rinitialisation,Contactez le support technique pour vérifier l'état de votre compte.,Problème de connexion,fr
41,pourquoi lapplication ne reconnatelle pas mon numro de tlphone,"Assurez-vous que vous avez saisi le bon numéro de téléphone. Si nécessaire, contactez le support.",Problème de connexion,fr
42,comment rsoudre un problme de connexion avec un compte suspendu,Contactez le support technique pour vérifier les raisons de la suspension.,Problème de connexion,fr
43,pourquoi lapplication affichetelle une erreur de connexion scurise,"Assurez-vous que votre connexion Internet est sécurisée. Si le problème persiste, contactez votre fournisseur d'accès.",Problème de connexion,fr
44,que faire si je ne peux pas accder  mon compte aprs une mise  jour de lapplication,Essayez de réinstaller l'application ou de contacter le support.,Problème de connexion,fr
45,pourquoi lapplication ne me permetelle pas de me connecter avec un compte social,Assurez-vous que vous avez autorisé l'application à accéder à votre compte social.,Problème de connexion,fr
46,comment rsoudre un problme de connexion avec un compte supprim,Contactez le support technique pour vérifier si votre compte peut être restauré.,Problème de connexion,fr
47,pourquoi lapplication affichetelle une erreur de connexion temporaire,Cela peut être dû à une maintenance ou à un problème temporaire. Réessayez plus tard.,Problème de connexion,fr
48,que faire si je ne peux pas accder  mon compte aprs un changement de mot de passe,"Assurez-vous que vous utilisez le nouveau mot de passe. Si nécessaire, réinitialisez-le à nouveau.",Problème de connexion,fr
49,pourquoi lapplication ne reconnatelle pas mon adresse email de rcupration,"Assurez-vous que vous avez saisi l'adresse email correcte. Si nécessaire, contactez le support.",Problème de connexion,fr
50,comment rsoudre un problme de connexion avec un compte inactif,Contactez le support technique pour réactiver votre compte.,Problème de connexion,fr
77,how to fix a connection problem with a public wifi network,Try connecting to another network or use your mobile data.,Connection problem,en
78,why cant i log in to my account,Check your internet connection and make sure your credentials are correct.,Sign in problem,en
79,what should i do if i forgot my password,Use the 'Forgot Password' feature to reset your password.,Sign in problem,en
80,why is my account locked,Your account may be locked after several failed login attempts. Contact support.,Sign in problem,en
81,how do i change my login email address,Go to account settings and update your email address.,Sign in problem,en
82,why am i not receiving the verification code,Check your spam folder or wait a few minutes before trying again.,Sign in problem,en
83,what should i do if the app doesnt recognize my credentials,Make sure you're using the right version of the app and that your credentials are correct. correct.,Sign-in problem,en
84,why does the app close when logging in,Try restarting the app or reinstalling the latest version.,Sign-in problem,en
85,how do i update my login information,Go to your user profile and update your information.,Sign-in problem,en
86,why cant i access my account after an update,Try logging out and logging back in or contact support.,Sign-in problem,en
87,what should i do if my account has been hacked,Change your password immediately and contact support.,Sign-in problem,en
88,why am i not receiving the password reset email,"Check your spam folder or wait a few minutes. If the problem persists, contact support.",Sign-in problem,en
89,what to do if the app says account not found,"Make sure you are using the correct email or username. If necessary, create a new account.",Sign-in problem,en
90,why does the app redirect me to a blank page after logging in,This may be due to a cache issue. Try clearing the app's cache or reinstalling it.,Sign-in problem,en
91,how do i check if my account is active,Contact support with your email or username to check the status of your account.,Sign-in problem,en
92,why does the app keep asking me to log in again,This may be due to a session issue. Try updating the app or resetting your login settings.,Login issue,en
93,what should i do if i dont get a response from support,Make sure you contacted support through the correct channel and try again. You can also check the FAQ.,Login issue,en
94,why doesnt the app recognize my new password,"Make sure you saved the new password correctly. If the problem persists, reset it again.",Login issue,en
95,how do i fix a slow connection,Check your internet connection and close background apps to free up memory.,Login issue,en
96,why does the app show a server error,This could be due to maintenance or a temporary issue. Try again later.,Sign in problem,en
97,what should i do if i cant remember my username,Use the 'Forgotten Username' feature or contact support with your associated email.,Sign in problem,en
98,why wont the app let me create a new account,Make sure you fill out all the required fields and are using a valid email address.,Sign in problem,en
99,how do i know if my account has been suspended,Contact support for information on your account status.,Sign in problem,en
100,why does the app say login timed out,Your session has probably expired. Please sign in again to continue.,Sign in problem,en
101,what should i do if i cant access my recovery email,Contact support to check other account recovery options.,Sign in problem,en
102,why isnt the app working after an os update,"Make sure the app is compatible with your OS version. If not, wait for an app update.",Sign in problem,en
103,jai des problmes de peau  quel spcialiste doisje madresser,"Pour des problèmes de peau, consultez un dermatologue.",Dermatologie,Français
104,qui consulter pour un traitement de lacn svre,Un dermatologue est le spécialiste à consulter pour un traitement de l'acné sévère.,Dermatologie,Français
105,jai des douleurs articulaires qui doisje consulter,"Pour des douleurs articulaires, consultez un rhumatologue.",Rhumatologie,Français
106,quel spcialiste consulter pour de larthrite,Un rhumatologue est le spécialiste à consulter pour de l'arthrite.,Rhumatologie,Français
107,jai des problmes de vision  qui madresser,"Pour des problèmes de vision, consultez un ophtalmologue.",Ophtalmologie,Français
108,qui consulter pour une chirurgie des yeux,Un ophtalmologue est le spécialiste à consulter pour une chirurgie des yeux.,Ophtalmologie,Français
109,jai des problmes cardiaques qui doisje voir,"Pour des problèmes cardiaques, consultez un cardiologue.",Cardiologie,Français
110,quel spcialiste consulter pour un suivi aprs une crise cardiaque,Un cardiologue est le spécialiste à consulter pour un suivi après une crise cardiaque.,Cardiologie,Français
111,jai des troubles digestifs  qui madresser,"Pour des troubles digestifs, consultez un gastro-entérologue.",Gastro-entérologie,Français
112,qui consulter pour des douleurs  lestomac persistantes,Un gastro-entérologue est le spécialiste à consulter pour des douleurs à l'estomac persistantes.,Gastro-entérologie,Français
113,jai des problmes respiratoires qui consulter,"Pour des problèmes respiratoires, consultez un pneumologue.",Pneumologie,Français
114,quel spcialiste consulter pour de lasthme,Un pneumologue est le spécialiste à consulter pour de l'asthme.,Pneumologie,Français
115,jai des problmes hormonaux  qui madresser,"Pour des problèmes hormonaux, consultez un endocrinologue.",Endocrinologie,Français
116,qui consulter pour un traitement du diabte,Un endocrinologue est le spécialiste à consulter pour un traitement du diabète.,Endocrinologie,Français
117,jai des problmes de reins qui doisje voir,"Pour des problèmes de reins, consultez un néphrologue.",Néphrologie,Français
118,quel spcialiste consulter pour une insuffisance rnale,Un néphrologue est le spécialiste à consulter pour une insuffisance rénale.,Néphrologie,Français
119,jai des problmes de foie  qui madresser,"Pour des problèmes de foie, consultez un hépatologue.",Hépatologie,Français
120,qui consulter pour une hpatite,Un hépatologue est le spécialiste à consulter pour une hépatite.,Hépatologie,Français
121,jai des problmes neurologiques qui consulter,"Pour des problèmes neurologiques, consultez un neurologue.",Neurologie,Français
122,quel spcialiste consulter pour des migraines frquentes,Un neurologue est le spécialiste à consulter pour des migraines fréquentes.,Neurologie,Français
123,jai des problmes psychologiques  qui madresser,"Pour des problèmes psychologiques, consultez un psychiatre ou un psychologue.",Psychiatrie/Psychologie,Français
124,qui consulter pour un traitement de la dpression,Un psychiatre est le spécialiste à consulter pour un traitement de la dépression.,Psychiatrie/Psychologie,Français
125,jai des problmes gyncologiques qui doisje voir,"Pour des problèmes gynécologiques, consultez un gynécologue.",Gynécologie,Français
126,quel spcialiste consulter pour un suivi de grossesse,Un gynécologue est le spécialiste à consulter pour un suivi de grossesse.,Gynécologie,Français
127,jai des problmes urinaires  qui madresser,"Pour des problèmes urinaires, consultez un urologue.",Urologie,Français
128,qui consulter pour des infections urinaires frquentes,Un urologue est le spécialiste à consulter pour des infections urinaires fréquentes.,Urologie,Français
129,jai des problmes orl qui consulter,"Pour des problèmes ORL (oreilles, nez, gorge), consultez un ORL.",ORL,Français
130,quel spcialiste consulter pour des otites  rptition,Un ORL est le spécialiste à consulter pour des otites à répétition.,ORL,Français
131,jai des problmes dentaires  qui madresser,"Pour des problèmes dentaires, consultez un dentiste ou un stomatologue.",Dentisterie/Stomatologie,Français
132,qui consulter pour une extraction dentaire,Un dentiste ou un stomatologue est le spécialiste à consulter pour une extraction dentaire.,Dentisterie/Stomatologie,Français
133,jai besoin de rducation aprs une blessure qui consulter,"Pour une rééducation après une blessure, consultez un kinésithérapeute.",Kinésithérapie,Français
134,quel spcialiste consulter pour des sances de rducation postopratoire,Un kinésithérapeute est le spécialiste à consulter pour des séances de rééducation post-opératoire.,Kinésithérapie,Français
135,je veux amliorer mon alimentation  qui madresser,"Pour améliorer votre alimentation, consultez un nutritioniste ou un diététicien.",Nutrition,Français
136,qui consulter pour un rgime adapt  mon tat de sant,Un nutritioniste ou un diététicien est le spécialiste à consulter pour un régime adapté à votre état de santé.,Nutrition,Français
137,mon enfant a de la fivre qui doisje consulter,"Pour un enfant qui a de la fièvre, consultez un pédiatre.",Pédiatrie,Français
138,quel spcialiste consulter pour le suivi de la croissance de mon enfant,Un pédiatre est le spécialiste à consulter pour le suivi de la croissance de votre enfant.,Pédiatrie,Français
139,mon enfant a des troubles du comportement qui consulter,"Pour des troubles du comportement chez un enfant, consultez un pédopsychiatre.",Pédopsychiatrie,Français
140,quel spcialiste consulter pour des problmes danxit chez un adolescent,Un pédopsychiatre est le spécialiste à consulter pour des problèmes d'anxiété chez un adolescent.,Pédopsychiatrie,Français
141,i have skin problems which specialist should i see,"For skin problems, see a dermatologist.",Dermatology,En
142,who should i see for severe acne treatment,A dermatologist is the specialist to see for severe acne treatment.,Dermatology,En
143,i have joint pain who should i see,"For joint pain, see a rheumatologist.",Rheumatology,En
144,which specialist should i see for arthritis,A rheumatologist is the specialist to see for arthritis.,Rheumatology,En
145,i have vision problems who should i see,"For vision problems, see an ophthalmologist.",Ophthalmology,En
146,who should i see for eye surgery,An ophthalmologist is the specialist to see for eye surgery. eyes.,Ophthalmology,En
147,i have heart problems who should i see,"For heart problems, see a cardiologist.",Cardiology,En
148,which specialist should i see for followup after a heart attack,A cardiologist is the specialist to see for follow-up after a heart attack.,Cardiology,En
149,i have digestive problems who should i see,"For digestive problems, see a gastroenterologist.",Gastroenterology,En
150,who should i see for persistent stomach pain,A gastroenterologist is the specialist to see for persistent stomach pain.,Gastroenterology,En
151,i have breathing problems who should i see,"For breathing problems, see a pulmonologist.",Pulmonology,En
152,which specialist should i see for asthma,A pulmonologist is the specialist to see for asthma.,Pneumology,En
153,i have hormonal problems who should i see,"For hormonal problems, see an endocrinologist.",Endocrinology,En
154,who should i see for diabetes treatment,An endocrinologist is the specialist to see for diabetes treatment.,Endocrinology,En
155,i have kidney problems who should i see,"For kidney problems, see a nephrologist.",Nephrology,En
156,which specialist should i see for kidney failure,A nephrologist is the specialist to see for kidney failure.,Nephrology,En
157,i have liver problems who should i contact,"For liver problems, consult a hepatologist.",Hepatology,En
158,who should i consult for hepatitis,A hepatologist is the specialist to consult for hepatitis.,Hepatology,En
159,i have neurological problems who should i consult,"For neurological problems, consult a neurologist.",Neurology,En
160,which specialist should i consult for frequent migraines,A neurologist is the specialist to consult for frequent migraines.,Neurology,En
161,i have psychological problems who should i contact,"For psychological problems, consult a psychiatrist or psychologist.",Psychiatry/Psychology,En
163,i have gynecological who should i see,"For gynecological problems, consult a gynecologist.",Gynecology,En
164,which specialist should i consult for pregnancy monitoring,A gynecologist is the specialist to consult for pregnancy monitoring.,Gynecology,En
165,i have urinary problems who should i contact,"For urinary problems, consult a urologist.",Urology,En
166,who should i consult for frequent urinary tract infections,A urologist is the specialist to consult for frequent urinary tract infections.,Urology,En
167,i have ent problems who should i consult,"For ENT problems (ears, nose, throat), consult an ENT.",ENT,En
168,which specialist should i consult for repeated ear infections,An ENT is the specialist to consult for repeated ear infections.,ENT,En
169,i have dental problems who should i contact,"For dental problems, consult a dentist or a stomatologist.",Dentistry/Stomatology,En
170,who should i consult for a tooth extraction,A dentist or a stomatologist is the specialist to consult for a tooth extraction.,Dentistry/Stomatology,En
171,i need rehabilitation after an injury who should i consult,"For rehabilitation after an injury, consult a physiotherapist.",Physiotherapy,En
172,which specialist should i consult for postoperative rehabilitation sessions,A physiotherapist is the specialist to consult for post-operative rehabilitation sessions.,Physiotherapy,En
173,i want to improve my diet who should i contact,"To improve your diet, consult a nutritionist or dietician.",Nutrition,En
174,who should i consult for a diet adapted to my state of health,A nutritionist or dietician is the specialist to consult for a diet adapted to your state of health.,Nutrition,En
175,my child has a fever who should i consult,"For a child who has a fever, consult a pediatrician.",Pediatrics,En
176,which specialist should i consult to monitor my childs growth,A pediatrician is the specialist to consult to monitor your child's growth.,Pediatrics,En
177,my child has behavioral problems who should i consult,"For behavioral problems in a child, consult a child psychiatrist.",Child psychiatry,En
178,which specialist should i consult for anxiety problems in an adolescent,A child psychiatrist is the specialist to consult for anxiety problems in an adolescent.,Child psychiatry,En
